sentence,tar_sentence,entity,entity_tag,entity_pos_start_rel,entity_pos_end_rel,label
"Теперь гражданские демократы надеются, что непартийное правительство при голосовании в чешском парламенте не получит необходимой поддержки в 101 голос депутатов, после чего президент будет вынужден обратиться для создания правительства вновь к ODS.","Теперь гражданские демократы надеются, что непартийное правительство при голосовании в [TAR]чешском парламенте[TAR] не получит необходимой поддержки в 101 голос депутатов, после чего президент будет вынужден обратиться для создания правительства вновь к ODS.",чешском парламенте,ORGANIZATION,87,105,1
"Сборная России в первый день чемпионата Европы по футболу, открывшемся 8 июня в Польше и Украине, обыграла своих оппонентов из Чехии со счетом 4:1.","Сборная России в первый день чемпионата Европы по футболу, открывшемся 8 июня в Польше и [TAR]Украине[TAR], обыграла своих оппонентов из Чехии со счетом 4:1.",Украине,COUNTRY,89,96,1
"«Как всегда — абсолютно не основанные ни на чем голословные истерические обвинения из Киева, которые звучат не только в адрес Рамзана Кадырова но и фактически всех, кто занимает хоть какие-то должности в Москве, — сказал Песков. — Очередные проявления, к сожалению, захлестнувшей Украину и Киев русофобии».","«Как всегда — абсолютно не основанные ни на чем голословные истерические обвинения из Киева, которые звучат не только в адрес Рамзана Кадырова но и фактически всех, кто занимает хоть какие-то должности в Москве, — сказал Песков. — Очередные проявления, к сожалению, захлестнувшей [TAR]Украину[TAR] и Киев русофобии».",Украину,COUNTRY,280,287,0
"Ранее послы 22 стран, в основном западных, обратились в Совет по правам человека ООН, призвав Китай прекратить массовые репрессии в отношении этнических уйгуров и других мусульман.","Ранее послы 22 стран, в основном западных, обратились в Совет по правам человека ООН, призвав Китай прекратить массовые репрессии в отношении этнических [TAR]уйгуров[TAR] и других мусульман.",уйгуров,NATIONALITY,153,160,0
"На скандал отреагировала газета «Жэньминь жибао», скептически оценив извинения.","На скандал отреагировала газета «[TAR]Жэньминь жибао[TAR]», скептически оценив извинения.",Жэньминь жибао,ORGANIZATION,33,47,1
В Москве пресс-секретарь президента России Дмитрий Песков отверг все обвинения о какой-либо причастности России к взрыву в Киеве.,В Москве пресс-секретарь президента России Дмитрий Песков отверг все обвинения о какой-либо причастности [TAR]России[TAR] к взрыву в Киеве.,России,COUNTRY,105,111,1
"В воскресенье правительство уволило около 1400 военных, включая высшего военного советника Эрдогана.","В воскресенье правительство уволило около 1400 военных, включая [TAR]высшего военного советника Эрдогана[TAR].",высшего военного советника Эрдогана,PROFESSION,64,99,1
"Все население страны поднялось на ноги, чтобы почтить память убитых солдат, полицейских и простых мирных граждан погибших от рук террористов.","Все население страны поднялось на ноги, чтобы почтить память убитых солдат, [TAR]полицейских[TAR] и простых мирных граждан погибших от рук террористов.",полицейских,PROFESSION,76,87,1
"В этом сезоне — и в регулярном сезоне, и в плей-офф — Томас смотрится значительно лучше Люонго, поистине являясь одной из главных, если не главной причиной успеха своего клуба.","В этом сезоне — и в регулярном сезоне, и в плей-офф — [TAR]Томас[TAR] смотрится значительно лучше Люонго, поистине являясь одной из главных, если не главной причиной успеха своего клуба.",Томас,PERSON,54,59,1
"Забастовку против директивы накануне голосования объявили испанский, итальянский, латышский, польский и эстонский разделы Википедии.","Забастовку против директивы накануне голосования объявили испанский, [TAR]итальянский[TAR], латышский, польский и эстонский разделы Википедии.",итальянский,COUNTRY,69,80,1
Вторая проблема присутствует в проприетарной прошивке с беспроводным стеком Qualcomm и позволяет получить доступ к baseband-модему (CVE-2019-10540).,Вторая проблема присутствует в проприетарной прошивке с беспроводным стеком [TAR]Qualcomm[TAR] и позволяет получить доступ к baseband-модему (CVE-2019-10540).,Qualcomm,ORGANIZATION,76,84,0
"Вскоре после этого петиция за отмену этого закона была размещена на двух сайтах, специализирующихся на интернет-голосованиях — change.org и «Российская Общественная Инициатива» (РОИ).","Вскоре после этого петиция за отмену этого закона была размещена на двух сайтах, специализирующихся на интернет-голосованиях — change.org и «Российская Общественная Инициатива» ([TAR]РОИ[TAR]).",РОИ,ORGANIZATION,178,181,1
Без признания Израиля помощь Палестине со стороны Германии ставится проблематичной.,Без признания Израиля помощь [TAR]Палестине[TAR] со стороны Германии ставится проблематичной.,Палестине,COUNTRY,29,38,1
"Брину досталась непонятная должность ""со-основателя"" и ответственность за новые продукты Google.","[TAR]Брину[TAR] досталась непонятная должность ""со-основателя"" и ответственность за новые продукты Google.",Брину,PERSON,0,5,1
Семья Беттанкур и Nestle действуют согласованно в соответствии с соглашением акционеров.,Семья Беттанкур и [TAR]Nestle[TAR] действуют согласованно в соответствии с соглашением акционеров.,Nestle,ORGANIZATION,18,24,1
"Бывший фронтмен группы Dion and the Belmonts, певец и композитор Дион Димуччи подал в суд на компанию ZeniMax Media.","Бывший фронтмен группы Dion and the Belmonts, [TAR]певец[TAR] и композитор Дион Димуччи подал в суд на компанию ZeniMax Media.",певец,PROFESSION,46,51,1
Расследование в отношении связи Берлускони и танцовщицы Руби начато в 2010 году.,Расследование в отношении связи Берлускони и [TAR]танцовщицы[TAR] Руби начато в 2010 году.,танцовщицы,PROFESSION,45,55,1
"Источники в полиции сообщают, что в субботу около полудня в гостиничный номер, в котором проживал Стросс-Кан, пришла горничная.","Источники в полиции сообщают, что в субботу около полудня в гостиничный номер, в котором проживал [TAR]Стросс-Кан[TAR], пришла горничная.",Стросс-Кан,PERSON,98,108,0
"Ему предшествовали публикация песен альбома в сети Интернет с оригинальными коллажами авторства Демидова в качестве обложек, которые вошли в альбом в виде открыток, и презентация песни «Медуза» на сайте «Новой газеты».","Ему предшествовали публикация песен альбома в сети Интернет с оригинальными коллажами авторства Демидова в качестве обложек, которые вошли в альбом в виде открыток, и презентация песни «Медуза» на сайте «[TAR]Новой газеты[TAR]».",Новой газеты,ORGANIZATION,204,216,1
"Как сообщил The Hollywood Reporter в конце сентября 2014 года, британский актёр Мэтт Смит, исполняющий роль Одиннадцатого Доктора в британском телесериале «Доктор Кто», сыграет в экранизации романа американского писателя Сета Грэма-Смита «Гордость и предубеждение и зомби», которая является вольной интерпретацией классического произведения англичанки Джейн Остин, священника мистера Коллинза.","Как сообщил The Hollywood Reporter в конце сентября 2014 года, британский актёр Мэтт Смит, исполняющий роль Одиннадцатого Доктора в британском телесериале «Доктор Кто», сыграет в экранизации романа [TAR]американского[TAR] писателя Сета Грэма-Смита «Гордость и предубеждение и зомби», которая является вольной интерпретацией классического произведения англичанки Джейн Остин, священника мистера Коллинза.",американского,COUNTRY,198,211,1
"Правительство США и их союзник Израиль''», — цитирует «Росбалт» венесуэльского лидера.","Правительство США и их союзник Израиль''», — цитирует «[TAR]Росбалт[TAR]» венесуэльского лидера.",Росбалт,ORGANIZATION,55,62,1
В Турции арестована группа военных по подозрению в причастности к попытке переворота,В Турции арестована группа [TAR]военных[TAR] по подозрению в причастности к попытке переворота,военных,PROFESSION,27,34,0
Китай и Россия предложили в Совете безопасности ООН свой проект резолюции по проблеме ракетных испытаний в Северной Корее.,[TAR]Китай[TAR] и Россия предложили в Совете безопасности ООН свой проект резолюции по проблеме ракетных испытаний в Северной Корее.,Китай,COUNTRY,0,5,0
"Главный рефери US Open Брайан Эрли в понедельник постановил, что вербальные выпады Уильямс в адрес греческой судьи Евы Асдераки не являются «значительным нарушением».","Главный рефери US Open Брайан Эрли в понедельник постановил, что вербальные выпады Уильямс в адрес греческой судьи [TAR]Евы Асдераки[TAR] не являются «значительным нарушением».",Евы Асдераки,PERSON,115,127,0
"За свою карьеру Лидстрем выиграл по сути все главные командные призы мирового хоккея: он вошел в символический «Тройной золотой клуб», одержав победу в Олимпийских играх, чемпионате мира и Кубке Стэнли, причем главный трофей клубного хоккея шведский хоккеист выиграл четыре раза.","За свою карьеру [TAR]Лидстрем[TAR] выиграл по сути все главные командные призы мирового хоккея: он вошел в символический «Тройной золотой клуб», одержав победу в Олимпийских играх, чемпионате мира и Кубке Стэнли, причем главный трофей клубного хоккея шведский хоккеист выиграл четыре раза.",Лидстрем,PERSON,16,24,2
Официально он работал токарем на одном из нефтедобывающих предприятий.,Официально он работал [TAR]токарем[TAR] на одном из нефтедобывающих предприятий.,токарем,PROFESSION,22,29,1
"Снова особняк, Олуэн открывает шкатулку, но звук из радиоприёмника заглушает её мелодию.","Снова особняк, [TAR]Олуэн[TAR] открывает шкатулку, но звук из радиоприёмника заглушает её мелодию.",Олуэн,PERSON,15,20,1
"«Всего (убито) порядка восьми или десяти человек, большинство из них учащиеся», — сообщил он, добавив, что полиция считает, что стрелок также был учеником этой школы.","«Всего (убито) порядка восьми или десяти человек, большинство из них учащиеся», — сообщил он, добавив, что [TAR]полиция[TAR] считает, что стрелок также был учеником этой школы.",полиция,ORGANIZATION,107,114,1
"Экономист по образованию, Мутарика некоторое время работал в структурах Всемирного банка.","Экономист по образованию, Мутарика некоторое время работал в структурах [TAR]Всемирного банка[TAR].",Всемирного банка,ORGANIZATION,72,88,1
"19 июня 2013 года американский актёр Джеймс Гандольфини, получивший наибольшую известность за роль босса мафии Тони Сопрано в популярном сериале «Клан Сопрано» (The Sopranos) телекомпании НВО, скончался в Риме, где проводил свой отпуск.","19 июня 2013 года американский актёр Джеймс Гандольфини, получивший наибольшую известность за роль босса мафии Тони Сопрано в популярном сериале «Клан Сопрано» (The Sopranos) телекомпании [TAR]НВО[TAR], скончался в Риме, где проводил свой отпуск.",НВО,ORGANIZATION,188,191,1
"Правительство Германии признаёт победу ХАМАС в Палестине, но дальнейшее развитие событий зависит от ХАМАС.","Правительство [TAR]Германии[TAR] признаёт победу ХАМАС в Палестине, но дальнейшее развитие событий зависит от ХАМАС.",Германии,COUNTRY,14,22,1
"В уфимской мэрии ""Ъ"" сообщили, что вчера же господин Сагитов получил новое назначение на пост управляющего делами администрации Уфы.","В уфимской мэрии ""Ъ"" сообщили, что вчера же господин [TAR]Сагитов[TAR] получил новое назначение на пост управляющего делами администрации Уфы.",Сагитов,PERSON,53,60,1
"Попов, ещё до «Жар-птицы», работал с командами «Фобос» и «Красные дьяволята».","Попов, ещё до «[TAR]Жар-птицы[TAR]», работал с командами «Фобос» и «Красные дьяволята».",Жар-птицы,ORGANIZATION,15,24,1
"В среду — 3 июля 2013 года российский прокурор попросил Тверской суд Москвы заочно приговорить руководителя фонда Hermitage Capital Management Уильяма Браудера к девяти годам тюрьмы, а также признать виновным в уклонении от уплаты налогов умершего в СИЗО аудитора фонда Сергея Магнитского и закрыть против него дело в связи со смертью.","В среду — 3 июля 2013 года российский [TAR]прокурор[TAR] попросил Тверской суд Москвы заочно приговорить руководителя фонда Hermitage Capital Management Уильяма Браудера к девяти годам тюрьмы, а также признать виновным в уклонении от уплаты налогов умершего в СИЗО аудитора фонда Сергея Магнитского и закрыть против него дело в связи со смертью.",прокурор,PROFESSION,38,46,0
"Суд в Южной Корее постановил, что американский технологический гигант Apple и его южнокорейский конкурент Samsung Electronics нарушили патенты друг друга, относящиеся к мобильным устройствам.","Суд в Южной Корее постановил, что американский технологический гигант [TAR]Apple[TAR] и его южнокорейский конкурент Samsung Electronics нарушили патенты друг друга, относящиеся к мобильным устройствам.",Apple,ORGANIZATION,70,75,0
"В знак протеста против поведения единороссов, игнорирующих мнение представителей остальных партий, представленных в Госдуме, фракция КПРФ в полном составе покинула заседание.","В знак протеста против поведения единороссов, игнорирующих мнение представителей остальных партий, представленных в Госдуме, фракция [TAR]КПРФ[TAR] в полном составе покинула заседание.",КПРФ,ORGANIZATION,133,137,1
"Ожидание выхода экранизации одноимённого романа Стивена Кинга было омрачено многочисленными протестами клоунов, заявлявшими о том, что фильм дискредитирует их профессию, и требовавшими запретить картину.","Ожидание выхода экранизации одноимённого романа [TAR]Стивена Кинга[TAR] было омрачено многочисленными протестами клоунов, заявлявшими о том, что фильм дискредитирует их профессию, и требовавшими запретить картину.",Стивена Кинга,PERSON,48,61,1
МИД России потребовал реакции США на сообщения о хакерских атаках.,[TAR]МИД[TAR] России потребовал реакции США на сообщения о хакерских атаках.,МИД,ORGANIZATION,0,3,1
"Лилиан Беттанкур родилась 21 октября 1922 года в Париже в семье французского химика Эжена Шюлле, который в 1909 году основал косметическую компанию LʼOréal.","Лилиан Беттанкур родилась 21 октября 1922 года в Париже в семье французского химика [TAR]Эжена Шюлле[TAR], который в 1909 году основал косметическую компанию LʼOréal.",Эжена Шюлле,PERSON,84,95,1
"Неруда похоронен на территории, прилегающей к его дому в Исла-Негра, рядом с могилой его третьей жены Матильды Уррутии.","[TAR]Неруда[TAR] похоронен на территории, прилегающей к его дому в Исла-Негра, рядом с могилой его третьей жены Матильды Уррутии.",Неруда,PERSON,0,6,1
"В заключительной церемонии фестиваля примут участие ведущие российские филологи-русисты, преподаватели русского языка, писатели, журналисты, государственные и общественные деятели.","В заключительной церемонии фестиваля примут участие ведущие российские [TAR]филологи-русисты[TAR], преподаватели русского языка, писатели, журналисты, государственные и общественные деятели.",филологи-русисты,PROFESSION,71,87,1
"В декабре 2013 года российские власти отметили это, назначив Киселёва руководителем нового информационного агентства «Россия сегодня», созданного на базе ликвидированного РИА Новости.","В декабре 2013 года российские власти отметили это, назначив Киселёва руководителем нового информационного агентства «Россия сегодня», созданного на базе ликвидированного [TAR]РИА Новости[TAR].",РИА Новости,ORGANIZATION,171,182,1
"Группировка ИГИЛ ведёт свою историю с 2006 года и действует на территории Ирака и Сирии, также она пытается распространить свое влияние в Северной Африке.","Группировка ИГИЛ ведёт свою историю с 2006 года и действует на территории [TAR]Ирака[TAR] и Сирии, также она пытается распространить свое влияние в Северной Африке.",Ирака,COUNTRY,74,79,1
"Шутка ли, за то время, пока он стоял у руля, Google превратился в наиболее популярный поисковик в мире, ""заразил"" интернет-сообщество просмотром видеороликов на YouTube и выпустил мобильную ОС Android, которая в ближайшее время наверняка станет самой популярной мобильной платформой в мире.","Шутка ли, за то время, пока он стоял у руля, [TAR]Google[TAR] превратился в наиболее популярный поисковик в мире, ""заразил"" интернет-сообщество просмотром видеороликов на YouTube и выпустил мобильную ОС Android, которая в ближайшее время наверняка станет самой популярной мобильной платформой в мире.",Google,ORGANIZATION,45,51,2
"Как пишет в своей колонке для издания The Hill один из приглашенных участников празднования юбилея встречи на Эльбе, отставной бригадный генерал США Питер Цвак, отмененные из-за пандемии публичные мероприятия были, вероятно, последней возможностью встретиться для всех немногих доживших до наших дней американских и советских ветеранов, непосредственно участвовавших во встрече на Эльбе в апреле 1945-го.","Как пишет в своей колонке для издания The Hill один из приглашенных участников празднования юбилея встречи на Эльбе, отставной бригадный генерал США Питер Цвак, отмененные из-за пандемии публичные мероприятия были, вероятно, последней возможностью встретиться для всех немногих доживших до наших дней [TAR]американских[TAR] и советских ветеранов, непосредственно участвовавших во встрече на Эльбе в апреле 1945-го.",американских,COUNTRY,301,313,1
В апреле 2017 года Селезнёв уже был приговорён к 27 годам лишения свободы судом в Вашингтоне за его роль в хищении данных о кредитных карточках.,В апреле 2017 года [TAR]Селезнёв[TAR] уже был приговорён к 27 годам лишения свободы судом в Вашингтоне за его роль в хищении данных о кредитных карточках.,Селезнёв,PERSON,19,27,0
"В интервью, опубликованном в пятницу 22 октября в газете South China Morning Post, говорится, что эта группа никак не связана с WikiLeaks — организацией, которая опубликовала тысячи секретных документов правительства США, — однако создатели китайского сайта надеются повторить успех WikiLeaks.","В интервью, опубликованном в пятницу 22 октября в газете South [TAR]China[TAR] Morning Post, говорится, что эта группа никак не связана с WikiLeaks — организацией, которая опубликовала тысячи секретных документов правительства США, — однако создатели китайского сайта надеются повторить успех WikiLeaks.",China,COUNTRY,63,68,1
"Столкновения между хути и силами Салеха начались на прошлой неделе, когда он обвинил мятежников в нападении на его гигантскую мечеть в Сане и на его племянника — влиятельного командира сил специального назначения Тарека Салеха.","Столкновения между хути и силами [TAR]Салеха[TAR] начались на прошлой неделе, когда он обвинил мятежников в нападении на его гигантскую мечеть в Сане и на его племянника — влиятельного командира сил специального назначения Тарека Салеха.",Салеха,PERSON,33,39,0
Действия Земана обещают Чехии затяжной политический кризис с одновременным усилением власти президента.,Действия Земана обещают Чехии затяжной политический кризис с одновременным усилением власти [TAR]президента[TAR].,президента,PROFESSION,92,102,1
"Турция потребовала, чтобы США экстрадировали 75-летнего Гюлена, и направила американским властям документы, якобы указывающие на его причастность к перевороту.","Турция потребовала, чтобы США экстрадировали 75-летнего [TAR]Гюлена[TAR], и направила американским властям документы, якобы указывающие на его причастность к перевороту.",Гюлена,PERSON,56,62,0
"Позже Борис рассказал СМИ, что Гордон был у него в подчинении в начале 1990-х годов, когда он сам служил майором ФСБ в Латвии.","Позже Борис рассказал СМИ, что Гордон был у него в подчинении в начале 1990-х годов, когда он сам служил [TAR]майором ФСБ[TAR] в Латвии.",майором ФСБ,PROFESSION,105,116,1
"Новый председатель ODS Мартин Куба ясно дал понять: ""Досрочные выборы могут рассматриваться только в качестве последнего средства"".","Новый [TAR]председатель ODS[TAR] Мартин Куба ясно дал понять: ""Досрочные выборы могут рассматриваться только в качестве последнего средства"".",председатель ODS,PROFESSION,6,22,1
"Представитель Пентагона сообщил через социальную сеть Twitter, что за спасательной операцией внимательно следит глава оборонного ведомства США Леон Панетта.","Представитель Пентагона сообщил через социальную сеть Twitter, что за спасательной операцией внимательно следит глава оборонного ведомства США [TAR]Леон Панетта[TAR].",Леон Панетта,PERSON,143,155,1
"The Times утверждает, что Диего Симеоне станет преемником Моуринью.","[TAR]The Times[TAR] утверждает, что Диего Симеоне станет преемником Моуринью.",The Times,ORGANIZATION,0,9,1
"Министерство морских дел и рыболовства сообщило, что черепах передадут на лечение в Центр природных ресурсов в столице и затем отпустят в Новой Гвинее.","[TAR]Министерство морских дел и рыболовства[TAR] сообщило, что черепах передадут на лечение в Центр природных ресурсов в столице и затем отпустят в Новой Гвинее.",Министерство морских дел и рыболовства,ORGANIZATION,0,38,1
"Как сообщил The Hollywood Reporter в конце сентября 2014 года, британский актёр Мэтт Смит, исполняющий роль Одиннадцатого Доктора в британском телесериале «Доктор Кто», сыграет в экранизации романа американского писателя Сета Грэма-Смита «Гордость и предубеждение и зомби», которая является вольной интерпретацией классического произведения англичанки Джейн Остин, священника мистера Коллинза.","Как сообщил The Hollywood Reporter в конце сентября 2014 года, британский актёр Мэтт Смит, исполняющий роль Одиннадцатого Доктора в британском телесериале «Доктор Кто», сыграет в экранизации романа американского писателя Сета Грэма-Смита «Гордость и предубеждение и зомби», которая является вольной интерпретацией классического произведения англичанки Джейн Остин, священника мистера [TAR]Коллинза[TAR].",Коллинза,PERSON,384,392,2
"Пленарное заседание по традиции открыл старейший (1924 года рождения) депутат созыва — Владимир Долгих, некогда секретарь ЦК КПСС, а теперь представитель «Единой России».","Пленарное заседание по традиции открыл старейший (1924 года рождения) депутат созыва — Владимир Долгих, некогда секретарь ЦК КПСС, а теперь представитель «[TAR]Единой России[TAR]».",Единой России,ORGANIZATION,155,168,1
"Американские военные в провинции Бадгис, Афганистан, 2011 год","[TAR]Американские военные[TAR] в провинции Бадгис, Афганистан, 2011 год",Американские военные,PROFESSION,0,20,1
"Сергей Канаев сообщил, что ФАР еще до Нового года собирается внести свои предложения в Госдуму.","[TAR]Сергей Канаев[TAR] сообщил, что ФАР еще до Нового года собирается внести свои предложения в Госдуму.",Сергей Канаев,PERSON,0,13,1
"Мурад оказалась в числе около 3000 езидских девушек и женщин, ставших жертвами изнасилований, сексуального рабства и других притеснений со стороны армии ИГ.","[TAR]Мурад[TAR] оказалась в числе около 3000 езидских девушек и женщин, ставших жертвами изнасилований, сексуального рабства и других притеснений со стороны армии ИГ.",Мурад,PERSON,0,5,2
"Накануне, 28 октября в результате взрыва на юге Афганистана погиб военнослужащий альянса.","Накануне, 28 октября в результате взрыва на юге Афганистана погиб [TAR]военнослужащий[TAR] альянса.",военнослужащий,PROFESSION,66,80,1
"Как известно, детище «Геометрии» — «Дом Культуры» еженедельно проводит встречи с музыкантами.","Как известно, детище «Геометрии» — «[TAR]Дом Культуры[TAR]» еженедельно проводит встречи с музыкантами.",Дом Культуры,ORGANIZATION,36,48,1
"Соратники Кернеса расходятся в указании лиц, которые могли быть заинтересованы в смерте Кернеса.","Соратники Кернеса расходятся в указании лиц, которые могли быть заинтересованы в смерте [TAR]Кернеса[TAR].",Кернеса,PERSON,88,95,1
"Бывший студент Иллинойсского университета похитил девушку, изнасиловал её, избил и обезглавил.","Бывший студент [TAR]Иллинойсского университета[TAR] похитил девушку, изнасиловал её, избил и обезглавил.",Иллинойсского университета,ORGANIZATION,15,41,1
"Жюри премии состоит из литературоведов, критиков, представителей Роспечати, Московского государственного университета печати и художников-иллюстраторов.","Жюри премии состоит из [TAR]литературоведов[TAR], критиков, представителей Роспечати, Московского государственного университета печати и художников-иллюстраторов.",литературоведов,PROFESSION,23,38,1
"Скандинавки приехали в Марокко на месяц, путешествовали «дикарями» и проходили популярные среди путешественников маршруты самостоятельно, без гида.","Скандинавки приехали в [TAR]Марокко[TAR] на месяц, путешествовали «дикарями» и проходили популярные среди путешественников маршруты самостоятельно, без гида.",Марокко,COUNTRY,23,30,2
Кардиологу Мюррею грозит до четырех лет тюрьмы и потеря разрешения практиковать.,[TAR]Кардиологу[TAR] Мюррею грозит до четырех лет тюрьмы и потеря разрешения практиковать.,Кардиологу,PROFESSION,0,10,1
"В момент атаки Путин находился на праздничном концерте, ему доложили о происшествии, однако концерт прерван не был и президент его не покинул.","В момент атаки [TAR]Путин[TAR] находился на праздничном концерте, ему доложили о происшествии, однако концерт прерван не был и президент его не покинул.",Путин,PERSON,15,20,0
"Сторонник левых взглядов Чавес по-прежнему пользуется популярностью у малообеспеченного населении Венесуэлы, однако Каприлесу удалось мобилизовать силы оппозиции.","Сторонник левых взглядов Чавес по-прежнему пользуется популярностью у малообеспеченного населении Венесуэлы, однако [TAR]Каприлесу[TAR] удалось мобилизовать силы оппозиции.",Каприлесу,PERSON,116,125,2
"Хунсян подозревают в неких «серьезных экономических преступлениях», как следует из сообщений полиции провинции Ляонин и МИД Китая, сделанных ранее.","[TAR]Хунсян[TAR] подозревают в неких «серьезных экономических преступлениях», как следует из сообщений полиции провинции Ляонин и МИД Китая, сделанных ранее.",Хунсян,ORGANIZATION,0,6,0
"По условиям соглашения, Yahoo! продаст американскому оператору основной бизнес, сохранив за собой долю в Alibaba Group (15 %, стоимость — $31,2 млрд на 22 июля 2016 года) и Yahoo Japan (34 %, стоимость — $8,3 млрд), а также финансовые вложения, ряд непрофильных патентов, выведенных в ''Excalibur LLC,'' и некоторые другие активы.","По условиям соглашения, Yahoo! продаст американскому оператору основной бизнес, сохранив за собой долю в Alibaba Group (15 %, стоимость — $31,2 млрд на 22 июля 2016 года) и Yahoo Japan (34 %, стоимость — $8,3 млрд), а также финансовые вложения, ряд непрофильных патентов, выведенных в ''[TAR]Excalibur LLC[TAR],'' и некоторые другие активы.",Excalibur LLC,ORGANIZATION,287,300,1
"По данным Геологической службы США, его очаг располагался на глубине 10 километров, а магнитуда составила 6,2-6,4.","По данным [TAR]Геологической службы США[TAR], его очаг располагался на глубине 10 километров, а магнитуда составила 6,2-6,4.",Геологической службы США,ORGANIZATION,10,34,1
